コード,略称,名称,名称,カタカナ,郵便番号,住所1,住所2,TEL,FAX,携帯,社員ID,社員氏名,アシスタントID,アシスタント氏名,適格事業者登録番号,免税事業者,事業所ID,事業所名,部署コード,部署名,得意先,一般仕入,外注仕入,得意先締日,支払サイクル,支払日,回収区分,基準金額,以上回収条件,以上手形サイト,以上回収方法,未満回収条件,未満手形サイト,未満回収方法,諸口売り,消費税算出区分,インボイス,消費税端数処理,金額端数処理,送り状単価印字,与信限度額,月間取引限度額,請求書発行優先,納品書発行優先,納品書書式,受注用FAX番号,ミルシート送付方法,相殺仕入先,請求書送付先,納品書送付先,領収書送付先,与信額登録先,ミルシート送付先,比重区分,重量計算区分,納品区分,納品号車,代表者氏名,代表者住所,業種1,業種2,業種3,取扱品目,創立年月日,資本金,従業員数,平均月商,粗利益率,決算売上額,納品締切日,取引銀行1,取引銀行2,取引銀行3,主要仕入先1,主要仕入先2,主要仕入先3,主要販売先1,主要販売先2,主要販売先3,仕入先締め日,支払サイクル2,支払日,基準金額,以上支払条件,以上手形サイト,未満支払条件,未満支払条件,附帯条件,消費税算出区分,消費税端数処理,金額端数処理,発注書FAX処理,発注書FAX送信番号,発注書担当者名,仕入納品区分,仕入号車,納品先,受注不可,使用不可,発注書形式,緯度,経度,登録日
3125,ﾉｰﾗｴﾝｼﾞﾆｱﾘﾝｸﾞ㈱滋賀,ﾉｰﾗｴﾝｼﾞﾆｱﾘﾝｸﾞ㈱滋賀,,ﾉｰﾗｴﾝｼﾞﾆｱﾘﾝｸﾞｼｶﾞ,529-1315,滋賀県愛知郡愛荘町沓掛284,,0749-42-5560,0749-42-5580,,177,堀川喜之,179,阿藤京,,,2,滋賀,201,(滋賀)営業２Ｇ,-1,,,31,翌月,31,以上/未満,\100,受取手形(発行),145,送金(本社),振込,,振込(本社),あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,3125,3125,403130,3130,,通常,通常,83,,大槻　貫子,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,[349004 ﾉｰﾗｴﾝｼﾞﾆｱﾘﾝｸﾞ㈱関西支店 滋賀発→大阪 18号車] ,0,0,,35.183586,136.215378,05/01/01
3126,ﾉｰﾗｴﾝｼﾞﾆｱﾘﾝｸﾞ㈱ｻﾝﾜｰｶ,ﾉｰﾗｴﾝｼﾞﾆｱﾘﾝｸﾞ㈱　ｻﾝﾜｰｶｰ,,ﾉｰﾗｴﾝｼﾞﾆｱﾘﾝｸﾞｻﾝﾜｰｶｰ,520-0223,滋賀県彦根市川瀬馬場町888,　　　　　　　　　　　　　　　,0749-25-0100,0749-25-0500,,177,堀川喜之,179,阿藤京,,,2,滋賀,201,(滋賀)営業２Ｇ,-1,,,31,翌月,31,以上/未満,\100,受取手形(発行),145,送金(本社),振込,,振込(本社),あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,3126,3126,403130,3130,,通常,通常,83,,大槻　貫子,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,35.226017,136.227524,05/01/01
3127,ﾉｰﾗｴﾝｼﾞﾆｱﾘﾝｸﾞ㈱平成,ﾉｰﾗｴﾝｼﾞﾆｱﾘﾝｸﾞ㈱平成多賀工場,,ﾉｰﾗｴﾝｼﾞﾆｱﾘﾝｸﾞﾍｲｾｲﾀｶﾞ,522-0352,滋賀県犬上郡多賀町久徳下田336,,0749-48-2277,0749-48-2280,,54,柴坂仁志,0,*,,,1,本社,111,総務統括Ｇ,-1,,,31,翌月,31,以上/未満,\100,受取手形(発行),145,送金(本社),振込,,振込(本社),あり,請求書,-1,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,3127,3127,403130,3130,,通常,通常,83,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,-1,-1,,35.230843,136.300781,05/01/01
3128,㈲栄工業・栄プラント,㈲栄工業・栄プラント,,ｻｶｴｺｳｷﾞﾖｳｻｶｴﾌﾟﾗﾝﾄ,520-2272,滋賀県大津市石居1-10-12,,077-546-2822,077-546-2825,,54,柴坂仁志,0,*,,,1,本社,111,総務統括Ｇ,-1,,,31,翌月,31,一律条件,\0,振込,,振込(滋賀),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,5000,,発行:郵送,通常,納品書,,,,3128,3128,3128,3128,,通常,通常,81,,,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,-1,-1,,34.94659,135.926346,05/01/01
3129,佐藤商事㈱　滋賀支店,佐藤商事㈱　滋賀支店,,ｻﾄｳｼｮｳｼﾞｼｶﾞｼﾃﾝ,520-3024,滋賀県栗東市小柿3-6-10,,077-552-3829,077-552-3828,,177,堀川喜之,173,西村奈那香,,,2,滋賀,201,(滋賀)営業２Ｇ,-1,-1,,31,翌々月,10,一律条件,\0,振込,,振込(滋賀),,,,あり,請求書,-1,四捨五入,四捨五入,印字しない,3000,,発行:郵送,通常,納品書,,,3129,3129,3129,3129,3129,,通常,通常,81,,野澤　哲夫,,金属材料,,,,Feb-51,"\1,319,250",500,\0,\0,\0,,,,,,,,精水アクア,,,31,翌月,15,\100,支払手形(池田),135,振込,27,,明細,四捨五入,四捨五入,自動送信しない,,,81,,,0,0,B5,35.022087,135.977814,09/03/18
3130,ﾉｰﾗｴﾝｼﾞﾆｱﾘﾝｸﾞ㈱愛知,ﾉｰﾗｴﾝｼﾞﾆｱﾘﾝｸﾞ㈱愛知川工場,,ﾉｰﾗｴﾝｼﾞﾆｱﾘﾝｸﾞｴﾁｶﾞﾜｺｳ,529-1331,滋賀県愛知郡愛荘町愛知川797-1,,0749-49-4466,0749-49-4467,,177,堀川喜之,179,阿藤京,,,2,滋賀,201,(滋賀)営業２Ｇ,-1,,,31,翌月,31,以上/未満,\100,受取手形(発行),145,送金(本社),振込,,振込(本社),あり,請求書,-1,四捨五入,四捨五入,印字しない,3000,,PDF,PDF,納品書,0749494467,,,3130,3130,403130,3130,,通常,通常,81,,大槻　貫子,,,,,,,\0,0,\0,\0,\0,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,[349004 ﾉｰﾗｴﾝｼﾞﾆｱﾘﾝｸﾞ㈱関西支店 滋賀発→大阪 18号車] ,0,0,,35.166718,136.202332,06/09/21
313001,㈱大電,㈱大電,,ﾀﾞｲﾃﾞﾝ,570-0048,大阪府守口市寺方本通2-11-2,,06-6996-0036,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,67,11,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.724453,135.576599,10/07/08
313002,㈲浅田鉄工　第二工場,㈲浅田鉄エ　第二工場,,ﾀﾞｲﾆｺｳｼﾞｮｳ,,大阪府東大阪市高井田本通4-7-12,,06-6783-0315,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.678944,135.569504,05/07/12
313003,東シャーリング,東シャーリング,,ﾋｶﾞｼｼｬｰﾘﾝｸﾞ,,ＰＭ,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,,,05/07/12
313004,朝日鋼業㈱,朝日鋼業㈱,,ｱｻﾋｺｳｷﾞｮｳ,537-0011,大阪府大阪市東成区東今里3-7-9,,06-6976-3761,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,67,17,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.675968,135.551666,05/07/12
313005,㈱岩城鉄工所,㈱岩城鉄工所,,ｲﾜｷﾃｯｺｳｼｮ,538-0052,大阪府大阪市鶴見区茨田横堤3-8-31,,06-6912-6255,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.702847,135.572784,05/07/12
313006,㈱ウエヤマ,㈱ウエヤマ,,ｳｴﾔﾏ,577-0024,大阪府東大阪市荒本西4-29-1,,06-6788-1891,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.677021,135.600571,05/07/12
313007,亀水鉄工㈱,亀水鉄工㈱,,ｷｽｲﾃｯｺｳ,537-0022,大阪府大阪市東成区中本3-4-23,,06-6981-3451,06-6974-6615,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.677727,135.541809,05/07/12
313008,桑原製作所,桑原製作所,,ｸﾜﾊﾞﾗｾｲｻｸｼｮ,,ＰＭ,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,-1,-1,,,,05/07/12
313009,国忠ベンダー㈱,国忠ベンダー㈱,,ｸﾆﾁｭｳﾍﾞﾝﾀﾞｰ,578-0903,大阪府東大阪市今米2-8-6,,072-965-0025,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,67,17,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.68504,135.629013,05/07/12
313010,㈱京阪工機,㈱京阪工機,,ｹｲﾊﾝｺｳｷ,,ＰＭ,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,-1,-1,,,,05/07/12
313011,㈲谷沢熔工,㈲谷沢熔工,,ﾀﾆｻﾞﾜﾖｳｺｳ,537-0001,大阪府大阪市東成区深江北2-12-11,,06-6981-6388,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.67482,135.559113,05/07/12
313012,大東重量㈱,大東重量㈱,,ﾀﾞｲﾄｳｼﾞｭｳﾘｮｳ,,ＰＭ,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,-1,-1,,,,05/07/12
313013,大東熔材㈱,大東熔材㈱,,ﾀﾞｲﾄｳﾖｳｻﾞｲ,,ＰＭ,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,-1,-1,,,,05/07/12
313014,㈱高市工業,㈱高市工業,,ﾀｶｲﾁｺｳｷﾞｮｳ,,ＰＭ,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,-1,-1,,,,05/07/12
313015,㈱日新ﾃｯｸ第２工場,㈱日新ﾃｯｸ第２工場,,ﾆｯｼﾝﾃｯｸ,577-0063,大阪府東大阪市川俣1-10-17,,06-6781-3731,06-6781-3732,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.681999,135.575989,05/07/12
313016,㈱藤木農機製作所,㈱藤木農機製作所,,ﾌｼﾞｷﾉｳｷ,579-8001,大阪府東大阪市善根寺町3-2-6,,0729-87-5505,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.698059,135.643616,05/07/12
313017,㈱古川広告社,㈱古川広告社,,ﾌﾙｶﾜｺｳｺｸｼｬ,,ＰＭ,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,-1,-1,,,,05/07/12
313018,山西熔工所,山西熔工所,,ﾔﾏﾆｼﾖｳｺｳｼｮ,578-0925,大阪府東大阪市稲葉2-2-24,,0729-64-0839,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.670589,135.615433,05/07/12
313019,㈱浅田鉄工ﾚｰｻﾞｰ工場,㈱浅田鉄工　ﾚｰｻﾞｰ工場,,ﾚｰｻﾞｰｺｳｼﾞｮｳ,577-0065,大阪府東大阪市高井田中2-4-15,,06-6736-5835,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.671638,135.570328,10/07/08
313020,山下鉄工所,山下鉄工所,,ﾔﾏｼﾀﾃｯｺｳｼｮ,534-0027,大阪府大阪市都島区中野町3-12-12,,06-6351-2095,,,0,,0,*,,,,,0,,,,,31,翌月,31,一律条件,\0,,125,,,,,あり,非課税,,四捨五入,四捨五入,印字しない,,,発行:郵送,通常,納品書,,,,,,,,,通常,通常,71,16,,,,,,,,\0,0,\0,\0,\0,31,,,,,,,,,,31,翌々月,25,\0,,,,0,,非課税,四捨五入,四捨五入,自動送信しない,,,,,,0,0,,34.704067,135.524338,16/12/06
313021,森田ウエルド工業㈲,森田ウエルド工業㈲,,ﾓﾘﾀｳｴﾙﾄﾞｺｳｷﾞｮｳ,,ＰＭ,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,-1,-1,,,,05/07/12
313022,㈲ツルミスペース,㈲ツルミスペース,,ﾂﾙﾐｽﾍﾟｰｽ,,大阪府大阪市城東区野江2-16-11,,06-6933-9652,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.704105,135.539536,10/07/08
313023,アルサス,アルサス,,ｱﾙｻﾞｽ,,大阪府大阪市平野区長吉川辺3-1-8,,06-6706-5680,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,67,14,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.598888,135.575165,10/07/08
313024,近畿ﾏｼﾝ　第２工場,近畿ﾏｼﾝ　第２工場,,ｷﾝｷﾏｼﾝ,,大阪府大阪市平野区瓜破南2-124,,06-6794-1301,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.596085,135.556885,10/07/08
313025,ニューセルポンプ工業,ニューセルポンプ工業㈱,,ﾆｭｰｾﾙﾎﾟﾝﾌﾟｺｳｷﾞｮｳ,,大阪府交野市幾野6-31-3,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,67,11,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.801323,135.678391,05/07/12
313026,㈱日新製作所,㈱日新製作所,,ﾆｯｼﾝｾｲｻｸｼｮ,,大阪府大阪市港区波除2-6-12,,06-6583-3543,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.675999,135.459946,05/07/12
313027,吉田機電㈱,吉田機電㈱,,ﾖｼﾀﾞｷﾃﾞﾝ,,ＡＭ,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,-1,-1,,,,05/07/12
313028,ベルテック㈱,ベルテック㈱,,ﾍﾞﾙﾃｯｸ,,大阪府八尾市竹渕西5-15,,06-6760-7691,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,67,14,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.621025,135.564163,10/07/08
313029,ヨネダ,ヨネダ,,ﾖﾈﾀﾞ,,,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,,,10/07/08
313030,竜田商店,竜田商店,,ﾀﾂﾀｼｮｳﾃﾝ,,大阪府東大阪市宝町9-5,,0729-84-3826,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.675205,135.63855,10/07/08
313031,杉野製作所,杉野製作所,,ｽｷﾞﾉｾｲｻｸｼﾖ,,奈良県桜井市赤尾50,,0744-45-0855,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,6,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.508129,135.867569,10/07/08
313032,ﾀｲﾍｲ機工　製缶工場,㈱タイヘイ機工　製缶工場,,ｾｲｶﾝｺｳｼﾞｮｳ,,大阪府東大阪市稲田新町2-5-6,,06-6748-6565,06-6748-6555,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.691826,135.587708,05/07/12
313033,大山鋼材,大山鋼材,,ｵｵﾔﾏｺｳｻﾞｲ,544-0014,大阪府大阪市生野区巽東4-3-21,,06-6758-6738,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.647842,135.559692,10/07/08
313034,㈲テクノファーム,㈲テクノファーム,,ﾃｸﾉﾌｧｰﾑ,,大阪府松原市大堀3-10-15,,072-339-7021,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.590324,135.5737,10/07/08
313035,㈱田中工業,㈱田中工業,,ﾀﾅｶｺｳｷﾞﾖｳ,,大阪府東大阪市宝町5-18,,072-984-3819,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.676197,135.639816,10/07/08
313036,石井研磨,石井研磨,,ｲｼｲｹﾝﾏ,,兵庫県尼崎市長州中通3-23-20,,06-4868-0715,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.738995,135.406189,10/07/08
313037,大生鍛工㈱,大生鍛工㈱,,ﾀﾞｲｷﾀﾝｺｳ,,ＰＭ,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,,,05/07/12
313038,㈲市来鉄工所,㈲市来鉄工所,,ｲﾁｷﾃﾂｺｳｼﾖ,,大阪府門真市東田町21-5,,06-6908-1933,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,34.724617,135.593552,10/07/08
313039,摂津金属㈱東興工場,摂津金属㈱東興工場,,ｾｯﾂｷﾝｿﾞｸﾄｳｺｳｺｳｼﾞｮｳ,,ＡＭ,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,,,05/07/12
313040,旭バネ製作所,旭バネ製作所,,ｱｻﾋﾊﾞﾈｾｲｻｸｼｮ,,ＡＭ,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,,,05/07/12
313041,㈱石黒金属,㈱石黒金属,,ｲｼｸﾞﾛｷﾝｿﾞｸ,,ＡＭ,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,,,05/07/12
313042,㈱小田熔工所,㈱小田熔工所,,ｵﾀﾞﾖｳｺｳｼﾞｮ,,ＡＭ,,,,,0,,0,*,,,,,0,,,,,31,当月,31,一律条件,\0,,,,,,,あり,明細,,四捨五入,四捨五入,印字する,,,発行:郵送,通常,納品書,,,,,,,,,JIS,通常,0,,,,,,,,,,,,,,,,,,,,,,,,31,当月,31,,,,,0,,明細,四捨五入,四捨五入,自動送信しない,,,0,,,0,0,,,,05/07/12
